headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
lodička-n	Někdo by modelu možná vytknul přítomnost ponožek v <lodičkách>, já je nicméně v případě Netopýřích botek považuji za přijatelně zajímavé.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Holčička na sebe navléká maminčiny korále, tajně si půjčuje její <lodičky> na vysokém podpatku, touží po stejném mobilním telefonu jako má maminka.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Doplňte je výrazným náhrdelníkem a náušnicemi, drobným psaníčkem a <lodičkami> či kozačkami a podpatku.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	A <lodička> si pluje a já s houfem dětí pospíchaje chci tvé verše pochválit tak šťastnou cestu kamkoliv kde dobře a radostně bude jak v papírové pohádce :-) Paráááááááda!	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Koupání v moři, chytání bronzu, vyjížďky na <lodičkách> nebo jen odpočinek pod slunečníkem a konverzace s ostatními... Společnost se tu tentokrát sešla pestrá, a tak o témata není nouze.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Saténové <lodičky> broskvové/peach (nebo pudrové/ blush)	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Kam se hrabe mé lezení přes plot v sukni a <lodičkách>, když jsem měla kdysi zaracha a chtěla na diskotéku!	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Dámské elegantní <lodičky> Piccadilly, černé hladké na zvýšené podešvi a vyšším podpatku.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Komfort si také zajistíte vhodnými vložkami do bot, které pomáhají redukovat pocení, ale působí i preventivně při potížích s plochými nohami. "Na trhu je velká nabídka vložek od antibakteriálních, gelových až po speciální vložky do dámských <lodiček>.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	velikostí, protože boty vhodné do tanečních dvaačtyřicítky se shání fakt blbě. :D Ale nakonec jsem pořídila jedny <lodičky> s páskem přes nárt u Deichmanna a přesto, že k tanečním botám to daleko, odchodila jsem v nich celé taneční a jsou naprosto úža!	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Na projížďku <lodičkou> po jezírku, která stojí dvacetikorunu, musíte vystoupat po žebřících s několika desítkami schodů, zážitek však stojí za to.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Mini: ideální pro plnění Impact Spod a Spomb raket, ideální pro plnění zakrmovacích <lodiček>, míchání krmení a také pro krmení malým množství návnady	a1.s1	a2.s4	a3.s4	a4.sx	a5.s1	a6.s1	a7.sx
lodička-n	vůbec nejezdilo...nevím jestli umírají ryby dírami v ledu nebo tím, že nějaké hovado do vody před zamrznutím hodí plechovku od oleje nebo nedej bože nemrzky do auta...ryby které jsou u nás stovky let jsou na kde co svým genetickým kódem zvyklé a nějaká zima je nerozháže tak jako nafintěnou paničku s <lodičkami> na jehlových podpadcích a nebo frajera s nabjejskaným fárem 5 cm nad asfaltem...	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Až dorazíme k přístavišti <lodiček>.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Dívka jim dovedně vyrábí další <lodičky> z oloupané kůry, které si pouštějí po bazénku, ve kterém je jen trochu vody.	a1.s1	a2.s3	a3.s3	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Podívala jsem se na své nohy v <lodičkách> a vděčná faktu, že všechny moje boty jsou primárně určeny hlavně k chození, jsem navrhla procházku po okolí.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Dámy v <lodičkách> záhy zjistily, jak moc podlaha klouže, žádná nehoda se však nestala.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Svatby jsou v současné době plné nevěst, které raději volí tenisky, než <lodičky> či sandálky na podpatku.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	V jeskyni jsme viděli spoustu krápníků a dómů a pluli na <lodičkách> po řece Punkvě.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	<Lodičky> na nízkém i vysokém podpatku	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Dnes je ale úžasným místem, kolem kterého vyrostly hotely a penziony, kam se jezdí na in-line brusle, na kolo, na <lodičky> a šlapadla nebo jenom tak koukat na krásnou přírodu.	a1.s1	a2.s1	a3.s2	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	V objektu je několik zajímavých tras jak ve skalách, tak na <lodičkách> po podzemní řece.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	Nabízím černé páskové <lodičky> v perf.stavu,vel.39.zn:ARIANE.jSOU NA NOZE ÚŽASNÉ,MAJÍ POHODLNÝ 4cm podpatek.Letní i jako společenské, třeba na taneček.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Po druhém splutí, kdy si Jícha vypůjčil Mokrejšovu <lodičku> a úspěšně tak ze sebe vytvořil ponorku, se domlouváme na Martinický potok (kdo to asi navrhl?	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Na blízkém Novomlýnském rybníku jsou k zapůjčení <lodičky>.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
lodička-n	Piccadilly <lodičky> béžové, s černou špičkou a sponou	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	K němu sladit košili nebo halenku s decentním výstřihem, <lodičky> a punčochy, silonky.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	), ke kterým jsem obula klasické černé <lodičky> (Deichmann) jejichž přasku jsem sladila s řemínkem od kabely (FF).	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
lodička-n	Pokud nás nepřekvapí tradiční anglické počasí, projedeme se na <lodičce> po řece Cam a prohlédneme si tzv. Dřevěný most, údajně postavený bez použití šroubů a matic.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
lodička-n	A pak stačila jedna sezóna ve znamení <lodiček> a silonek a na konci léta jí tak smrděly nohy, že mohla klidně jít bosá vykydat hnůj z pod krav a už by se to na těch jejích nohách co se zápachu týče nejspíš ani nepoznalo.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2	a7.s2
raketa-n	tenisová ve stejných barvách, jako jsou <rakety> Head Extreme pro dospělé.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	Zatímco však neoficiální zprávy přičítají izraelské odmítnutí nedostatku zásob a nedostatkům systému proti <raketám> dlouhého doletu, analytici se shodují, že Izrael nemůže vyzbrojit Ukrajinu přímo, aniž by narušil svou spolupráci s Ruskem v Sýrii.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	právě se nacházíte " bulvár " ONLINE: RUSOVé ZASáHLI <RAKETAMI> BYTOVKU I SKLADIšTě.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Vymýšlení dárku prý nebylo pro Petru Černockou a její dceru Báru (33) vůbec lehké. "Nemohli jsme mu koupit třeba tenisovou <raketu> nebo luxusní lyže, protože nesportuje.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	Současná americko-jihokorejská smlouva stanovuje, že Soul může zařadit do výzbroje <rakety> o maximálním doletu 800 kilometrů, které mohou nést nanejvýš půltunovou nálož.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Systém PRO KIPAT BARZEL sestřelil 197 <raket>, z toho 99 pouze za dnešní den.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Dnes se na havárii podíváme podrobněji, uvedeme souvisloti a úkol <rakety> Antares a lodi Cygnus.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s2	a6.s1	a7.s1
raketa-n	"Žádná <raketa> není mírová" sdělovala nám kdysi studie Charty 77 v dobré víře po svém mírovém poslání.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Masivní "ochranná zed" a neméně pevná mentální bariéra mezi oběma etniky fungují spolehlivě, a pokud právě nedopadají <rakety> z izolované Gazy, není z izraelského pohledu potřeba cokoli měnit.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Vejde se do ní až 6 <raket> bez obalu.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.sx
raketa-n	Nebo menší <rakety> pro vynášení malých satelitů, nikdo ještě nezkusil použít tuto rtysku?	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	V sobotu 11. ledna vynese <raketa> Delta II satelit CHIPS (Cosmic Hot Interstellar Plasma Spectrometer).	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	"Eli Dekel, výzkumný pracovník v oblasti vojenských systémů ve výslužbě, našel přesné umístění dvou radarových stanic, které mohou detekovat letadla a <rakety> do vzdálenosti 1100 kilometrů," píše ruský zdroj.	a1.s2	a2.s1	a3.s1	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Zabijte Bieba odpálenou <raketou> z raketometu.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Měl jsem možnost vyzkoušet <raketu> Pro Kennex Ti Carbon 898 a byl jsem s ní velmi spokojený.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	Virgin Orbit Richarda Bransona začíná testovat letadlo, z jehož křídla do vesmíru vyšle <rakety> se satelity	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	- maximální podpora topspinu a slice úderu - perfektní výplet pro hráče od základní čáry - dlouhá životnost díky minimálnímu posunu výplet v <raketě> - výplet vhodný pro normální a větší velikost hlavy - vyplétá se na běžné napětí - vhodný pro rakety s normálním a větším počtem strun	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	http://www.youtube.com/watch?v=9jQ_tPm0J2E Ruská nosná <raketa> v úterý 2. 7. 2013 explodovala krátce po startu.	a1.s2	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.sx
raketa-n	Střízlivější teorie hovoří o věži na chlazení vody, odvážnější o odpalovací rampě pro <rakety> na měsíc nebo o teleportačním zařízení.	a1.sx	a2.s1	a3.s1	a4.sx	a5.s2	a6.s1	a7.s1
raketa-n	Publikace zaznamenává historii kosmických lodí od nejstarších <raket> po raketoplány a vesmírné stanice současnosti.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	Na vrcholu zdi na plošince jsou nějaké <rakety> do raketometu.Sestřelte je.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Tyto zbraně zahrnují miliony kusů dělostřeleckých nábojů, <raket> a střel, které mají zásadní význam pro ukrajinskou protiofenzívu zaměřenou na znovuzískání území, které Rusko ve válce dobylo.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Situace na východě Ukrajiny se v noci na pátek znovu vyostřila, povstalci poprvé po měsíci zaútočili <raketami> Grad.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Tato spolupráce pokračovala v 90. letech a Čína získala z Izraele např. technologie tankových děl, radiolokátorů či <raket> vzduch-vzduch.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Ministerstvo zahraničí Spojených států v neděli zveřejnilo snímky, které podle něj ukazují, že Rusko uplynulý týden střílelo <rakety> a dělostřelecké granáty na cíle na východě Ukrajiny ležící až více než 11 kilometrů od hranic.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Družice byla vypuštěna s pomocí <rakety> z amerického kosmodromu Eastern Test Range dne 18. září 1959.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	Spoluhráčkou Knollové se stala Anastasija Komardinová, s níž skončila ve čtvrtfinále na <raketách> Anny Kalinské s Jevgenijí Rodinovou.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	pokud raketa dopadne *musíte si lehnout tváří k zemi a zakrýt uši, pokud máte děti, musíte mít tlumiče uší a zakrýt uši dětem *nesmíte se schovávat v autě - úlomek z <rakety> prorazí vůz jako nůž žlutý sýr 4. pravidlo: z velké pravděpodobnosti v ulicích měst bude k dispozici Domácí Fronta nebo IDF nebo všeobecně řečeno "složky", které vydají pokyn co dělat.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	USA ve středu provedou test mezikontinentální balistické <rakety>	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Kapsle sestoupila na zem pomocí padáků 11 minut po oddělení od <rakety>.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s2
raketa-n	Vyvážení do hlavy je používáno především u útočných typů, protože zvyšuje údernost smeče a zároveň stabilizuje <raketu> při úderu.	a1.s3	a2.s3	a3.s2	a4.sx	a5.s3	a6.s3	a7.s2
raketa-n	Japonský ministr obrany Satoši Morimoto vydal armádě rozkaz, aby byla připravena severokorejskou <raketu> sestřelit, kdyby ohrožovala japonské území.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Češi jednou vypustí vlastní <raketu>, máme na to, říká šéf SAB Aerospace	a1.sx	a2.s1	a3.s1	a4.sx	a5.sx	a6.s1	a7.sx
raketa-n	Jak si můžeme být jisti, že je to dělostřelectvo a ne střepiny z <rakety>?	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Reakce Ruska na situaci by mohla být náležitá – umístění <raket> na Kubě a reaktivace tamější vojenské základny, řekl Vladimir Šamanov, předseda obranného výboru ruské Státní dumy.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Míčky z <rakety> Petra H. lítaly takovou rychlostí jako kdyby je prohnal přes urychlovač částic CERN.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	Vzhledem k charakteru čínského budování ozbrojených sil noviny navrhují, aby se Obamova vláda vzdala nákupu lodí, které nemají potřebnou obranu před <raketami>, konkrétně torpédoborců řady DDG-1000, a aby rovněž snížila závislost námořních sil na parku pilotovaných letadel malého doletu F-18 a F-35 a přešla na bezpilotní útočné letouny vypouštěné z letadlových lodí s větším doletem N-UCAS.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Hassan Haj Ali, syrský armádní kapitán, který dezertoval po povstání proti prezidentu Asadovi, velitel vzbouřenecké skupiny Liwa Suqour al-Jabal, uvedl, že její výcvikový tábor v provincii Idlib zasáhlo asi 20 ruských <raket>.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	možnost nesení až 400 kg podvěšené výzbroje na čtyřech závěsných bodech, včetně řízených protitankových střel 9K11 Maljutka, pum a raketnic UB-16-57/LPR 57 pro 16 57mm neřízených <raket> S-5K/M	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Sputnik 3 (rusky Спутник-3) byla sovětská výzkumná družice Země, vypuštěná na oběžnou dráhu 15. května 1958[1] z kosmodromu Bajkonur pomocí modifikované <rakety> R-7/SS-6.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	Odpalovat <rakety> do civilních oblastí není ospravedlnitelné podle mezinárodního práva, i když je to prezentováno jako součást (legitimního) boje proti cizí vojenské okupaci.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Známý byl zejména svým zájmem o kosmonautiku, ve které patří mezi nejpřednější české znalce a popularizátory, často vystupoval nebo byl citován ve sdělovacích prostředcích.[1] Využíval přitom svých velkých znalostí kosmických lodí, <raket> a družic, jejich parametrů i startovacích a přistávacích sekvencí.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	Do první soutěže jsme dali speciální sadu stylových omotávek na tenisové <rakety>, kterými na kurtu zapůsobíte a navíc mají řadu benefitů, které vám pomohou při hraní tenisu.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	Mluvčí také sdílel infographic ukazující tři trasy, které Hizballáh údajně používá k pašování zbraní a materiálů na výrobu <raket> z Íránu do Libanonu.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Je vyzbrojeno <raketami> a protitankovými řízenými střelami.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Existují <rakety> na squash:	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	Profesionální vojáci - mudžahedíni vycvičení a vyzbrojení nejmodernějšími americkými zbraněmi včetně samonaváděcích protileteckých <raket> Stinger pak zahájili občanskou náboženskou válku, ve které nakonec zvítězilo fundamentalistické muslimské hnutí Taliban.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Zajímavé je, že když jsou Rusové v reakci na radar a <rakety> ve střední Evropě odmítaví, USA i naše vláda chvástalsky prohlašují, že je nikdo nebude vydírat, ani jim nic přikazovat či dokonce vyhrožovat.	a1.s2	a2.s2	a3.s1	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Protivzdušné <rakety> S-300, jež Rusko dodalo nedávno Sýrii, byl dar.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	USA se tenkráte r. 1962 snažily získat smrtící výhodu nad Ruskem pomocí jaderných hlavic na <raketách> rozmístěných v Turecku a Itálii.	a1.s2	a2.s1	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Nikdo dnes nemůže s určitostí říci, co by se stalo, kdyby se <raketa> na rampě vznítila nebo vybuchla.	a1.s1	a2.s1	a3.s1	a4.sx	a5.sx	a6.s2	a7.s1
raketa-n	Letoun je vybaven pomocnými startovacími raketami a start se prováděl kolmo z rampy podobně jako u <raket> nebo raketoplánu.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	Tenisový bag na <rakety> Wilson Team 3 COMP Do bagu na rakety Wilson Team 3 Comp se vejde až 15 raket.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	S novými vrtulníky dostane česká armáda také řízené <rakety> proti pozemním cílům Hellfire a střely Sidewinder pro vzdušné cíle.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Srandu si můžete užít i s jednoduchým odpalováním <raket>.	a1.s2	a2.sx	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Spoluhráčkou Larssonové se stala Mona Barthelová, s níž skončila v semifinále na <raketách> sester Sieových.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	Nasazení <raket> V2 bylo víceméně vojenským fiaskem.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	To je právě hlavní důvod obavy Ruska z antiraket USA v Polsku, neboť bez inspekce na místě si nikdo nemůže být jistý, že <raketa> v sile má hlavici obranou a ne nukleární útočnou, zvláště ne v době velkého mezinárodního napětí.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	V letech 1959-1960 byly kolem sovětských břehů čtyři dieselové ponorky s <raketami> Regulus, ale roku 1960 byla už do služby zařazena ponorka George Washington (SSBN-598), vyzbrojená raketami Polaris.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Start pomocí <rakety> CZ-11 je v plánu ve středu 9. prosince.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	Start se uskutečnil pomocí americké <rakety> Sparta, což byla varianta rakety Redstone.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s2	a7.sx
raketa-n	Opatřit si mezikontinentální balistickou raketu a jadernou zbraň, <raketu> odpálit a navést na cíl, to není v jejich silách ani repertoáru.	a1.sx	a2.s2	a3.s2	a4.sx	a5.s2	a6.s1	a7.s2
raketa-n	Na našem trhu je k vidění stále více nabídek kvalitních výpletů do badmintonových <raket>, prodávaných v rolích.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	Před podpisem Smlouvy o omezení strategických zbraní (SALT) I a Smlouvy o protiraketové obraně (ABM) v roce 1972 se USA pyšnily 4 000 stíhacími letouny, 4 000 <raketami> země-vzduch a stále větším počtem antibalistických raket, které měly bránit USA před útokem jaderných raket a bombardérů.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Podle izraelského vojenského mluvčího generála Motiho Almoze vypálení <raket> z Libanonu souvisí s boji v Pásmu Gazy. "Někdo z druhé strany se pokouší vyostřit situaci na hranici.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Padelová <raketa> Wilson Pro Staff V2 Elite Padel 2 s pevnou konstrukcí a menší velikostí hlavy zvedá laťku v dokonalosti ovládání a přesnosti.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	Přímým následníkem <rakety> V-2 jsou i sovětské balistické rakety SS-1 SCUD, které v roce 1990 během války v Perském zálivu střílel Irák na Izrael.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	<Rakety> Tomahawk by byly odpáleny z amerických lodí, útočné letectvo by startovalo ze základen na Guamu, v Japonsku a na letadlových lodích.	a1.sx	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Balistické rakety nebo <rakety> s plochou dráhou letu by jistě byly účinné, pokud by rozlícené monstrum devastovalo lesy nebo zemědělskou krajinu.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Dnes vysílají <rakety> do vesmíru soukromé firmy jako SpaceX, používají je vícekrát a jejich části loví v oceánu do sítě Ms Tree Boat podobně, jako sběratelé baboček své milované motýle.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	Jelikož palestinská <raketa> byla sestřelena hned první protiraketou, taktika spárovaného startu byla uznána za neúčelovou.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Čína vlastní i mezikontinentální balistické rakety [5], ponorky schopné nést <rakety> s jadernou náloží, bombardovací letadla i střely s plochou drahou letu.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Výše uvedený 51. raketový pluk zahájil boj na východní frontě již 22. června 1941 v prostoru Suwalki-Kowno, když za 30 minut vypustil celkem 1 500 <raket>.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Dokazují to snímky, které zachycují třešňově červený roadster 1.0 umístěný v prostoru, který skutečně vypadá jako útroby <rakety> Falcon Heavy.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.s2
raketa-n	28. 10. 1962 nechal Chruščov stáhnout ruské <rakety> z Kuby.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	" nebo "Navrhněte systém doplňování paliva do <rakety>, která stojí na odpalovací rampě." Od takového pohovoru už musí člověk odcházet pořádně zocelený.	a1.sx	a2.s1	a3.s1	a4.sx	a5.s1	a6.s1	a7.sx
raketa-n	Všechny tři satelity byly vyneseny společně <raketou> Rokot 22. listopadu 2013.	a1.s1	a2.s1	a3.s2	a4.sx	a5.s1	a6.s1	a7.s1
raketa-n	Totalitní režim v hladem ohrožené zemi má k dispozici <rakety> s doletem nejen do Japonska, ale i na Aljašku a Havajské ostrovy.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.sx
raketa-n	Gaza - Izraelské letectvo dnes zaútočilo na pozice palestinských radikálů, šlo o odvetnou akci na odpal <rakety> z Pásma Gazy na izraelské území.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Prezident Kennedy mu vyšel vstříc a slíbil, že odstraní americké <rakety> z Turecka a Itálie.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Odpor tvrdí, že to udělali oni, ale Ukijci říkají, že <raketa> byla vystřelena z Ruska.	a1.sx	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.sx
raketa-n	Irán se snažil získat rakety, ale nepovedlo se jim to a chce <rakety> proti Izraeli s doletem 2300km.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Věra: Jawa 250 Špinarová Věra: Jednoho dne se vrátíš Špinarová Věra: Kouzlo bílejch čar Špinarová Věra: <Raketou> na Mars Špinarová Věra: Tak já ti mávám Štaubertová Edita: Babičko, nauč mě charleston Taxmeni: Srdce v.	a1.s1	a2.s1	a3.s1	a4.sx	a5.s1	a6.s4	a7.s1
raketa-n	Jakmile zazněl smluvený kód, jeden vrtulník po druhém odpálil <rakety>.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Podle ruských představitelů bylo přes noc zasaženo <raketami> a dělostřelectvem celkem 1 260 vojenských cílů podél 300 km dlouhé frontové linie v Donbaské a Charkovské oblasti.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Inerciální navigační systém <raketě> s hlavicí o ráži 3 nebo 6Mt umožňoval postřelování plošných cílů.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	Silo s <raketou> musí byť proste zničené "priamym" zásahom jadrovej zbrane, alebo priamym zásahom konvenčnou zbraňou s veľmi vysokou priebojnosťou.	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
raketa-n	A součástí této kolekce je i taška na <rakety> Babolat Team Wimbledon x6.	a1.s3	a2.s3	a3.s3	a4.sx	a5.s3	a6.s3	a7.s3
raketa-n	Útoky za pomoci raket a minometných střel přinesly pouze 7 mrtvých (RAND 2011), i když bylo vystřeleno na 2 948 <raket> a minometných střel[5] (The Israel Project for Freedom, Security and Peace 2011).	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2	a6.s2	a7.s2
