headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
bomba-n	Mueren 35 personas en escalada de atentados con <bombas> en Irak	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Frutos de esa hostilidad fueron los letales atentados con <bombas> contra las embajadas estadounidenses en Kenia y Uganda, y el hundimiento del destructor U.S.S. Cole en aguas yemenitas, respondidos por Washington con ataques de misiles contra supuestas bases de Al Qaeda en Sudán y Afganistán.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Funcionarios de inteligencia dicen que Asiri jugó un papel central en el intento de bomba del 25 de diciembre de 2009 en el que un pasajero de África casi logró detonar una <bomba> que había escondido en su ropa interior a bordo de un avión hacia Detroit.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Las <bombas> sumergibles se colocan habitualmente en la parte inferior de los depósitos de combustible y también se utilizan para la extracción de agua de pozos de agua.	a1.sx	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Duncan y sus dos compañeros de equipo diabéticos, Mark Blewitt de 44 años y Matt Cox de 37, estaban equipados con una <bomba> de insulina resistente al agua Animas Vibe combinada con un monitor de medida continua de glucosa Dexcom G4TM.	a1.s4	a2.s4	a3.s6	a4.s4	a5.s1	a6.s2	a7.s1
bomba-n	Con silenciosa resignación esperan su destino, morir ahora bajo las <bombas> o esperar la llegada de los soldados rusos.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Nuestros cazas deben penetrar en un largo corredor repleto de artillería enemiga, esquivarla, e intentar lanzar las <bombas> en el objetivo.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Rusia ha dicho que Daria Duguina, hija de Alexander Duguin, fue asesinada por una agente de inteligencia ucraniana que colocó una <bomba> bajo su auto y la detonó cuando era conducido por la joven cerca de Moscú, antes de huir a Estonia.	a1.sx	a2.sx	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	<Bomba> centrifuga, 0,37kW, l./min., a 20,1-12,8 m.	a1.s2	a2.s3	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	"El impulsor de la bomba de combustible pueda sufrir resequedad y deformarse debido a la baja densidad del material y por ende interferir en la mecánica general de la pieza, lo que podría provocar interferencia con los componentes circundantes de la <bomba> de gasolina", expuso.	a1.s8	a2.s3	a3.s20	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Una pequeña porción de la popa del Königsberg quedó fuera del agua. 18 de la tripulación murieron y 23 resultaron heridos en el ataque con <bombas> (3 tripulantes habían muerto y 18 resultaron heridos por los cañones de defensa costera noruegos el 08 de abril).	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	De hecho, Sergio Polo fue condenado por otro atentado anterior, el del capitán de Infantería del Ejército Juan José Aliste, recientemente fallecido y que resultó mutilado por la explosión de una <bomba> lapa colocada en su coche en Salamanca.	a1.s1	a2.s1	a3.s7	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Estas rocas de 12" .52 COR están disponibles en una piel genuina y sintética duradera que aguantará juego tras juego y bomba tras <bomba>.	a1.sx	a2.sx	a3.s1	a4.s2	a5.s2	a6.sx	a7.s2
bomba-n	Mas sin otra explicación por parte del regista que la de mostrar en los dos actos finales una destrucción y una desolación total del frágil, exótico e idílico Japón del primer acto, la escenificación salta en el tiempo hasta fechas inmediatamente posteriores al día en que los estadounidenses–los "malos de la película"–arrojaron una <bomba> atómica sobre Nagasaki.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	A pesar de que no tenía ningún antecedente delictivo, las autoridades procedieron a dejarlo encerrado y acusarlo de explotar una <bomba> de contacto en el kilómetro 34 de la carretera hacia Masaya y Catarina, el 27 de julio, es decir, cuatro días después de su ilegal secuestro.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Con <bomba> lacrimógena, Policía dispersa manifestantes que exige sus remuneraciones de diciembre y enero.	a1.s1	a2.s1	a3.s21	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Motor diesel para bomba de agua, motor de <bomba> contra incendios, potencia del motor	a1.s2	a2.s3	a3.s3	a4.s2	a5.s1	a6.sx	a7.s1
bomba-n	Los bombardeos de Navidad, provocaron la destrucción de los edificios de esta esquina, donde se situaban los almacenes de algodón los cuales fueron alcanzados por <bombas> incendiarias el 23 de diciembre de 1940, propagándose el fuego por toda la manzana.	a1.s1	a2.s1	a3.s23	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	El 25 de abril los aviones de la Legión Condor alema- na y Aviación Legionaria italiana salieron desde Vitoria para lanzar 7.250 kilos de <bombas> sobre la ciudad.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Mientras las <bombas> estallan y los adolescentes aprenden a disparar, resulta curioso comprobar que muchos se sentían más a salvo rodeados por autobuses en llamas que por los soldados enviados a poner fin a estas complicaciones.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Aire acondicionado con <bomba> de frio y calor por conductos en todas las estancias.	a1.s2	a2.s2	a3.s2	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Una <bomba> de aire es una gran ayuda para mantener la solución nutritiva más horas en perfecto estado dentro del tanque de riego o depósito.	a1.s2	a2.s3	a3.s11	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Para que esta depuración salga bien, las <bombas> para piscinas deben de estar adaptadas completamente a la piscina en la que las utilizamos.	a1.s2	a2.s5	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	El estudio de la historia debería conducir a todo el mundo al anarquismo: desde que Romulo mató a su hermano Remo en la niebla de la leyenda hasta el Holocausto y la <bomba> de Hiroshima, la historia de la humanidad occidental es una cadena de delitos masivos de unos contra otros en la disputa del poder de unos sobre otros.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	suministro de humedad con agua destilada desde depósito externo mediante <bomba> autoaspirante	a1.s2	a2.sx	a3.s4	a4.s3	a5.s1	a6.sx	a7.s1
bomba-n	Adherencia y potenciales eventos adversos prevenidos durante la administración de medicamentos endovenosos empleando <bombas> de infusión inteligentes en cuatro unidades de cuidados intensivos en Colombia	a1.s4	a2.s4	a3.s9	a4.s4	a5.s1	a6.s2	a7.s1
bomba-n	Entre sus trabajos se encuentra la música original de varios largometrajes para cine (Izarren Argia, Olentzero), series de televisión (Blackie&Company, Gernika bajo las <bombas>), teatro y canciones infantiles (EITB 3Txulo).	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Esta segunda generación de Enermax ofrece una solución más económica aún pero manteniendo, sobre el papel, las mismas prestaciones de calidad con mejoras en el diseño de sus ventiladores y <bombas> más eficientes.	a1.sx	a2.sx	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	En ambos dormitorios se encontraban más de 1.300 soldados, de los que más de 600 perecieron bajo las <bombas> rusas, saldo mortal que no ha sido confirmado por Kiev.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Después del libro de ayer, sobre la <bomba> de Hiroshima, un libro extraordinario sobre la bomba de Nagasaki que, a pesar de sus deficiencias narrativas y editoriales, vale la pena conocer: Requiem por Nagasaki, de Paul Glynn.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Cizre, 28 de agosto: camión <bomba> contra una comisaría	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Este presostato de máxima esta indicado para equipos de ósmosis inversa sin <bomba>.	a1.sx	a2.s3	a3.s13	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	A lo mejor querían que les fabricara una <bomba> atómica.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Para todo el año: gracias a las <bombas> de calor puedes usar tu piscina al aire libre con total comodidad y durante todo el año.	a1.s2	a2.s2	a3.s2	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	La temática de esta serie de fotografías titulada "The City" gira en torno a la destrucción y es que nuestra fotógrafa confiesa sentir una desmesurada obsesión por la idea del Apocalipsis, quizá porque vivió rodeada de silos de misiles y refugios contra <bombas> tal como relata en alguna que otra entrevista.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	9 items · Resultados de Alquiler de <bombas> para agua en Bogotá ; opiniones de usuarios, precios, datos de contacto, horarios de apertura de palabra clave Alquiler de bombas ...	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Yongbyon solía ser la joya de la corona del programa de armas nucleares de Corea del Norte, dado que su reactor y su planta de reprocesamiento producían suficiente plutonio para una <bomba> al año.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	La <bomba> ya estaba por explotar	a1.sx	a2.sx	a3.s4	a4.s1	a5.s1	a6.sx	a7.sx
bomba-n	La bomba autoaspirante es una <bomba> autoaspirante que evita utilizar bomba de vacío u otros dispositivos como válvula de pié o tuberías adicionales.	a1.sx	a2.sx	a3.s3	a4.s1	a5.s1	a6.sx	a7.s1
bomba-n	Yo probaría, por lo menos para saber si viene por ahí la mano... Si lo levantás y mejora después ves si agrandas la vena de entrada o controlas la presión de la <bomba> con manómetro..	a1.sx	a2.s5	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	La noche del 17 de julio, tras la detención de cuatro de los suyos, unos jóvenes tiraron una <bomba> contra una patrulla y mataron a un soldado israelí.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	El corazón mismo es una <bomba> muscular.	a1.sx	a2.s3	a3.s15	a4.s1	a5.s1	a6.s2	a7.s1
bomba-n	En la siguiente página aparece una <bomba> con la mecha prendida.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Foto: Twitter / #gazaunderattack "Una forma desesperada para que los niños duerman, a menos que Israel lance una <bomba> contra su casa". 00.01 GMT: Se informa de un ataque aéreo israelí contra el recinto del Gobierno de la ciudad de Gaza.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	La unidad número 3 es una autobomba Ford 1970 que está equipada con un tanque con 3.400 litros de capacidad y una <bomba> con un caudal de 120.000 litros por hora.	a1.s2	a2.s3	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Parecida a la anterior, la geotermia de muy baja temperatura está por debajo de los 30oC y aprovecha el calor terrestre para los sistemas de climatización urbanos mediante <bomba> de calor y para obtener agua caliente sanitaria.	a1.s2	a2.s2	a3.s2	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Regulación de presión para laminación (para <bomba> de vacío).	a1.s2	a2.s3	a3.s17	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	<Bomba> de aceite realizada en magnesio, que asegura una lubricación constante y correcta de la espada.	a1.s2	a2.s3	a3.s18	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Durante el cierre, se desmantelaron varios artefactos más grandes exhibidos afuera, incluido el cohete Atlas y una <bomba> de varilla original de Saskatchewan.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Desde su creación, SCHMITT se ha hecho un lugar firme en el mercado mundial de <bombas> industriales para líquidos corrosivos y peligrosos.	a1.s2	a2.s5	a3.s16	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Agrandado por el parcial de 23-9 del período anterior, en el cierre los Bancarios volvieron a imponer condiciones en el tramo final, otra vez con González, autor e dos <bombas> desde tercera dimensión, y Schapavaloff sumando desde la línea de los suspiros.	a1.sx	a2.sx	a3.s22	a4.s6	a5.sx	a6.sx	a7.sx
bomba-n	Potencia del motor 5,5kW Ikiqh3v Longitud de corte 2800 mm, anchura de corte 1000 mm, altura de corte máx. 155 mm, grupo incisor, velocidades 3/4-/5-/6000 rpm, giro hidráulico, ajuste hidráulico de altura mediante <bomba> de pie, PSV con toma de aspiración 80 mm, extensión de mesa 850x500 mm, extensión de mesa 410 mm más	a1.sx	a2.sx	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Para ello disponemos de numerosas <bombas> hidráulicas y neumáticas, así como mezcladoras, dosificadores y equipos de monitorización para control de parámetros.	a1.s2	a2.s3	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	La compañera Pola Roupa, como ya se informó en este blog, recibió recientemente una condena a cadena perpetua (más 25 años adicionales) tras ser declarada culpable de participar en el atentado con coche <bomba> contra las oficinas centrales del Banco ... Continue reading →	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Transporta 3000 litros de agua y 200 litros de espumógeno,impulsados mediante una <bomba> de presión combinada de 3000 lpm a 10 bar y 400 lpm a 40 bar.	a1.s2	a2.sx	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Incluso el templo que estaba construido junto al árbol fue destruido por la <bomba>.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Pero: ¿Fue Gadafi quién ordenó arrojar las <bombas> atómicas sobre poblaciones civiles japonesas?	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Tras el tiroteo, la policía encontró en el dormitorio de Barbaro <bombas> de humo caseras, así como botellas de gasolina y vidrio y bombonas de propano vacías.	a1.sx	a2.s1	a3.s8	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Cuando un acontecimiento catastrófico convierte la Tierra en una <bomba> con temporizador, desencadena una carrera febril contra lo inevitable.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	<Bombas> Peristálticas Series: B-F B-V B-2EV B-FCD Bombas peristálticas para montaje en pared Serie B-F Bomba peristáltica de caudal fijo Caja de polipropileno Botón ON-OFF LED verde indicador de bomba en funcionamiento Disponible con sensor de nivel (el mismo LED de color amarillo indica que el depósito del producto a dosificar se está terminando)	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Se realizarán entre 20 y 30 entrevistas, según la ayuda que logremos juntar, a ciudadanos y ciudadanas que rompieron con el silencio originado por el miedo y salieron a la calle con otro silencio radicalmente distinto, un silencio pacífico como respuesta al estruendo de las balas y las <bombas>; un silencio liberador frente a la angustia del sometimiento y las bocas tapadas.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	PERMER: Cambios en los plazos de la licitación de <bombas> de agua solares para productores rurales	a1.s2	a2.s3	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Incluso perdonó al piloto que tiró las <bombas> desde su avión.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Las bombas circuladoras Shinhoo GPD y GPS están diseñadas para sistemas de calefacción, agua caliente sanitaria, refrigeración y aire acondicionado. las bombas están disponibles en varios materiales, lo que las hace adecuadas para una amplia gama de aplicaciones. las <bombas> son confiables y libres de mantenimiento.es de fácil instalación por su estructura compacta y peso ligero.	a1.sx	a2.sx	a3.s4	a4.s1	a5.sx	a6.sx	a7.s2
bomba-n	El neumólogo apuntó que "con estos nuevos grupos de medicamentos se consigue vencer la obstrucción arterial y se pueden administrar a través de inhaladores, por <bombas> de infusión, vía intravenosa o subcutánea" e insistió en la importancia de la detección precoz de la patología.	a1.s3	a2.s4	a3.s6	a4.s4	a5.s1	a6.s2	a7.s1
bomba-n	El tratado internacional que prohíbe el uso, el desarrollo, la fabricación, la adquisición y el almacenamiento de <bombas> de racimo entró en vigor ayer.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	El alcalde del municipio de Baruta, en el este de Caracas, Gerardo Blyde, denunció que la policía incluso lanzó <bombas> lacrimógenas desde helicópteros, lo que dejó un herido que se encuentra en estado delicado.	a1.sx	a2.s1	a3.s21	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	En el caso de un decantador separador de 3 fases con bomba centrípeta para la fase ligera y descarga por gravedad para la fase pesada, la fase líquida ligera abandona el espacio de centrifugación sobre un anillo regulador intercambiable y se descarga a presión mediante la <bomba> centrípeta.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.sx	a7.s1
bomba-n	Cuando el hombre metió sus manos en el núcleo del átomo, el planeta sufrió una conmoción (Hiroshima, <bomba> de hidrógeno, etcétera).	a1.s1	a2.s1	a3.s10	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	-Terreno de 845m2 -Construcción de 235m2 -Cocina y living comedor integrados -3 baños -3 habitaciones cada una con vestidor -Gge p/4 vehículos -Amplio jardín parquizado, con piscina de 10 x 4m con luces, y habitación de depósito con <bomba> y filtro instalados. -servicios: luz, agua, gas.	a1.sx	a2.sx	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Panel de plástico negro para <bomba> de achique para uso con interrup..	a1.s2	a2.s5	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	El Fw 190F estaba más fuertemente armado, mientras que el G tenía un tren reforzado que le permitía cargar 1.800 Kg de <bombas> bajo el fuselaje.	a1.s1	a2.s1	a3.s3	a4.s2	a5.sx	a6.sx	a7.s2
bomba-n	28 de noviembre de 1976: El IRA mató accidentalmente a dos civiles católicos en ataques separados con <bombas> trampa contra edificios que se utilizaban como puestos de observación del ejército británico.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	La estanqueïdad del equipo esta asegurada por una membrana deformable, por lo cúal se consideran <bombas> sin sellos.	a1.sx	a2.s3	a3.s4	a4.s3	a5.s1	a6.sx	a7.s1
bomba-n	Pero en el cierre, con 3 <bombas> desde Saturno de Yeger y algunas conversiones de Lemcovich, Hebraica retomó el control del juego.	a1.sx	a2.sx	a3.s3	a4.s6	a5.sx	a6.sx	a7.sx
bomba-n	<Bombas> centrífugas monocelulares compactas, diseñadas para la recirculación de agua en sistemas de hidromasaje.	a1.s2	a2.s3	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	En medio está el pueblo de Irán, y George Bush y una multitud de otros políticos prefieren que no pienses en ellos como seres humanos, sino como terroristas, sembradores del odio, y un pueblo dispuesto a mandarle al infierno con <bombas> nucleares.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	En agosto de 1945, Estados Unidos lanzó dos <bombas> nucleares sobre Japón, la magnitud del desastre sobre Hiroshima y Nagasaki obligó al país nipón a...	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	La plantación contaba con un complejo sistema de riego compuesto por numerosas mangueras, varias balsas de agua, <bombas> de agua para extraer agua del canal del Cinca que discurre no muy lejos del lugar y un secadero con diversas herramientas y enseres para el cultivo.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	No aceptan que digan que han muerto decúbito dorsal, ahogados lanzados desde el aire, destrozados por <bombas> o balas impunes por picana, patadas, golpes, carnicerías que nunca perdonamos.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.sx	a7.s2
bomba-n	Puso al público patas arriba y no paró de poner <bomba> tras bomba. 5 de la madrugada, y nadie se movía de allí.	a1.sx	a2.sx	a3.s1	a4.s2	a5.s2	a6.sx	a7.s2
bomba-n	Los apuntes, que cubren de 1942 a 1994, muestran hasta qué punto la muerte fue una obsesión para el autor de Fiesta bajo las <bombas>; su resistencia a despacharla como algo inevitable: Sé perfectamente que esta fe espléndida en que todos vivan para siempre resulta monstruosa; sin embargo, la abrigaré en todo momento, aunque sucumba por ello, llega a escribir.	a1.s7	a2.sx	a3.s19	a4.s1	a5.s2	a6.sx	a7.s2
bomba-n	Insistió en que los autores del "montaje" son también los mismos que protegen a los terroristas venezolanos que en 2003 pusieron <bombas> contra sedes diplomáticas de España y Colombia en Caracas y los que liberaron a Luis Posada Carriles, acusado de terrorismo por Venezuela y Cuba.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	hola, soy josep ma de REUS,tengo un citroen C4 EXCLUSIVE tiene 4 años y hoy se ha fundido 3 veces el fusible de la <bomba> de gasolina.	a1.s8	a2.s3	a3.s20	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Mahmud Ahmadineyad exigió que Washington se retire de ese organismo "por haber lanzado dos <bombas> nucleares contra Japón y haber utilizado armamento con uranio empobrecido en la guerra de Irak", a lo que EE.UU., Reino Unido y Francia respondieron ausentándose de la Asamblea General en la que se desarrolla el debate.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Se comienza el procedimiento de forma similar a la cirugía sin <bomba>, con el uso de estabilizador y con asistencia de la bomba de CEC aflujos bajos, por lo que el ventrículo izquierdo se mantiene en todo momento eyectando, mientras que la estabilidad hemodinámica se asegura con los flujos provenientes de la bomba.	a1.s5	a2.s4	a3.s6	a4.s4	a5.s1	a6.s2	a7.s1
bomba-n	Esta solución consiste en mandar agua mediante una <bomba> que la ioniza.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	En julio de 2016, el Primer ministro iraquí Haider al-Abadi ordenó la ejecución de todos los terroristas condenado por el atentado mediante un coche <bomba> que acabó con la vida de 250 personas en un centro comercial en Karrada, Bagdad.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Alargamiento del pene, <bombas> para pene, bombas de vacío, gel aumento de pene, accesorios alargamiento de pene.	a1.s9	a2.s4	a3.s6	a4.s4	a5.s1	a6.s2	a7.s1
bomba-n	Según el fiscal Orellana, la <bomba> que detonó este jueves "en principio no es del todo similar a los cuatro artefactos por los cuales se formalizó" el pasado martes a los tres imputados por los atentados anteriores, pero tiene algunos componentes que se repiten".	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Cuando Julius y Ethel Rosenberg (foto) fueron procesados y ejecutados como espías de la Unión Soviética, capaces de entregarle secretos atómicos, Estados Unidos no quedaba desprotegido, sino obligado a compartir lo que había DESEQUILIBRADO LA FUERZA MILITAR a su favor desde las <bombas> en Hiroshima y Nagasaki.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Vive sin corazón desde hace cinco meses, conectado a dos <bombas> sin válvulas cardiacas, pero apenas se da cuenta de ello, concentrado en seguir su recuperación y a la espera de...	a1.sx	a2.sx	a3.s6	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	El Su-34 puede portar hasta 8 toneladas de carga útil en 12 puntos de suspensión externa y, además de <bombas> y misiles de ataque a tierra, dispone de un amplio arsenal para combates aéreos.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Encuentra la <bomba> inyectora para tu Wartburg que tanto tiempo llevas buscando.	a1.s2	a2.s3	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	<Bomba> para fuente de estanque OASE Aquarius Fountain Set Classic 750	a1.s2	a2.s5	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Sin embargo, las <bombas> de vacío de anillo líquido pueden sellarse con una variedad de líquidos tales como agua, solventes, aceite, compatibles con el proceso.	a1.s2	a2.s3	a3.s17	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Estados Unidos advierte que Rusia está moviendo <bombas> de racimo y termobáricas por territorio de Ucrania	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	He probado de todo: homeopatía, acupuntura, cambios de dieta, otra arcilla medicinal, infusiones, antiácidos, inhibidores de la <bomba> de protones (PPI), pero sin éxito.	a1.sx	a2.s1	a3.s12	a4.s5	a5.s3	a6.s2	a7.s1
bomba-n	Al no cerrar la electroválvula se ha desbordado dicho vaso inundando la sala de depuración/filtración dónde se encuentra un registro de desagüe en el cual están ubicadas las <bombas> de achique, que en ese momento no entraron en funcionamiento al sufrir un corte de luz la instalación.	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Las <bombas> SQ son bombas sumergibles de 3" diseñadas tanto para funcionamiento contínuo como intermitente en un gran número de aplicaciones: suministro de agua doméstica, pequeñas instalaciones de suministro de agua, riego e instalaciones	a1.sx	a2.sx	a3.s1	a4.s1	a5.s1	a6.sx	a7.s1
bomba-n	Una <bomba> de relojería epidemiológica que supone el mayor desafío al que se enfrenta la ayuda humanitaria en la zona.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Esto se debía a que el compresor y la <bomba> de estos trenes proceden de trenes modelo 2000, trenes más antiguos y en los que ya se había registrado elementos con asbesto.	a1.s2	a2.sx	a3.s4	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	La <bomba> ya había explotado dentro de tu cabeza.	a1.sx	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Sistema de succión de saliva con bomba de vacío (sin <bomba> y válvula de selección de aire) - 2 piezas	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	Profilaxis con inhibidores de la <bomba> de protones o protectores de mucosa gástrica, para evitar las úlceras por estrés. 6.	a1.s6	a2.s4	a3.s14	a4.s5	a5.s3	a6.s2	a7.s1
bomba-n	Su gobierno se caracterizó por muchas cosas buenas, como la explosión de las <bombas> atómicas sobre Hiroshima y Nagasaki y la derrota humillante en la Segunda Guerra Mundial.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	Cables para alimentación de <bombas> sumergibles para pozo profundo en instalaciones de hasta 1000 V 2.2 Los conductores eléctricos aislados de baja tensión objeto de esta Norma Oficial Mexicana, son aplicables dentro del intervalo de baja tensión conforme a lo definido en la Norma Mexicana NMX-J-098-ANCE (ver 3, Referencias).	a1.s2	a2.s3	a3.s3	a4.s3	a5.s1	a6.s2	a7.s1
bomba-n	La carrera armamentística que acompañó a la Guerra fría adquirió unas dimensiones colosales cuando Estados Unidos probó la primera <bomba> de hidrógeno en 1952 y la Unión Soviética hizo lo mismo seis meses después.	a1.s1	a2.s1	a3.s14	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	El marido de Sana se inmoló al estrellar su camión <bomba> contra un cuartel del ejército sirio: murieron 130 personas.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
bomba-n	YacovZeldovich, eminente físico y químico, tuvo que ver con la futura <bomba> atómicasoviética y la bomba de hidrogeno, además de estudiar y presentar diversasteoría sobre el cosmos.	a1.sx	a2.sx	a3.s1	a4.s1	a5.s2	a6.sx	a7.s2
bomba-n	Cuando vio las <bombas> bajo las alas comprendió lo que estaba por ocurrir.	a1.sx	a2.sx	a3.s1	a4.s2	a5.s2	a6.sx	a7.s2
bomba-n	Después hubo una amenaza de <bomba> contra la banda, que finalmente resultó ser un stunt publicitario de Eric Greif.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s2	a6.s1	a7.s2
