headword	text	sense1	sense2	sense3	sense4	sense5
餐厅-n	最后是停车，许多餐饮人选址时并不重视停车问题，但实际上外卖的日益盛行正说明食客越来越倾向于出行方便的就餐地段，如果交通拥挤、停车困难，即便是再好吃的<餐厅>，食客也会放弃尝试。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	以上两个专业及2016级环境设计专业200余人参加了本次活动，“近几年,俺村可是大变样,环境更美了,经济条件改善了,村民都住上了楼,山下的别墅群也建起来了,来游玩的游客都不想走,都觉得俺村好,这一切与正茂置业的到来是分不开的，同时,省计生协会为云南民族大学应用技术学院“青春健康教育示范基地”授牌，任素汐笑称他们前一天晚上去海鲜<餐厅>“搓了一顿”,花了400多欧,“明天后天估计就没饭吃了，”虽然进交会才进入第二天,马来西亚新生咖啡厂的梁永生已经忙得不可开支,“今天紧急补了200箱的白咖啡,没想到市场采购力这么强,还达成了不少批量采购意向，国内煤炭供应恢复的同时,高价格也吸引了国外焦煤的涌入，其中包括大量文字砖,如,一批明洪武十六年均州城墙文字砖、百余块有“官砖”字样的明成化十二年郧阳府城墙砖、七八十块有“古麇城”字样的清代郧阳府城墙砖等。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	常州金陵江南大饭店拥有目前当地容量最大的宴会、会议场所，1000平方米的加华厅设备先进设施齐全适合举办各种国际国内会议；各类舒适典雅的客房，配备宽带上网和卫星电视，以满足旅客商务与休闲的需求；多个风格各异的零点包间餐厅，荟萃中华美食；二楼一品园中<餐厅>秉承淮扬菜之精髓，主理本帮菜和海鲜，特别推出精品“金陵淮扬菜”，一楼金海湾咖啡厅经营的国际化自助餐深受客人青睐。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	公共屋内设置<餐厅>、厨房、储藏室、客房、工具间和电脑房等，室外还开辟果园和农田，鼓励人们亲手耕作。	a1.sx	a2.s1	a3.s2	a4.sx	a5.s1
餐厅-n	周六下午，据澎湃、财新多家媒体报道，贾跃亭周六现身香港某茶<餐厅>，多位网友在茶餐厅碰到贾跃亭，并与其合照。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	如果想要比较保险，可以就在入住的酒店用餐，比较有名的是碧珠楼1楼的海鲜<餐厅>。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	圣塞巴斯蒂安并不是西班牙最大的城市，但拥有16家米其林星级<餐厅>的，没平方米的美食密度可称西班牙之最。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	三、关于中方厨师收入征收个人所得税问题(一)宾馆、酒店、<餐厅>的中方厨师的个人所得税，由支付单位(个人)代扣代缴。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	这是时代的进步，买火车票不用去车站排队，办港澳通行证不用去办证大厅加塞，请人吃饭不用在<餐厅>门口等号。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	家里的餐桌是玻璃的，在<餐厅>吊灯的照耀下，碗和勺子都有个倒影。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	当你走进一家中高档的<餐厅>，想要饮用葡萄酒时，也许会见到这样一个人。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	酒店的<餐厅>，也同样是大落地窗，望着外面的无敌湖景一边用餐是不是太美好了！	a1.s1	a2.s2	a3.s2	a4.s1	a5.s1
餐厅-n	看看赵薇奢华<餐厅>的装修。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	其次，在申请像<餐厅>服务生这类不需要太多工作技巧的工作时，最好能淡化自己的教育背景。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	位于故宫神武门(北门)向东200米处的东长房游客服务区正式成立，除<餐厅>于8月8日开业外，购物区均于昨日迎客。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	坐上赵金祥的车，两人来到了一个看起来颇为高档的湘菜<餐厅>。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	黄茵住的酒店离吃饭的<餐厅>说远不远说近不近，加上红绿灯耽搁，这一路走了3o多分钟。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	是吃货相互推荐的常光顾的美味鱼<餐厅>！	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	拥有可容纳20人就座的小会议室3个、可容纳100人就座的大会议两个、可容纳125人使用的多功能厅一个和可同时容纳300多人就餐的<餐厅>。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	林小姐说，他们单位曾经在新埠岛水上<餐厅>聚餐，感觉这是一个很特别的吃海鲜的地方，但她觉得多年过去了，游船也老化破旧了，虽然景致很好，但环境一般，这个还希望能够改善。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	记者来到邹女士反映的“金香鲍”餐厅，装修得富丽堂皇的餐厅可容纳300多名客人，但记者看到偌大的<餐厅>仅有5桌23名客人在用餐，而穿着比基尼的服务员有30多名，因为食客很少，除10多名“比基尼”在忙碌外，其余的都在餐厅来回转悠。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	如果你也有一个米其林<餐厅>的梦想，不妨跟着主厨亲手学会这道辣味鲜虾意面配番茄酱汁，足不出户圆你一个吃货梦。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	★私人泳池：每个房间都配有私人泳池，水屋设有玻璃地板，自由畅享；★中文服务：有会中文的服务人员，每个房间都配有私人管家，每项服务都配有中文价单，无需担心语言问题★婚纱摄影：有知名摄影公司驻岛拍摄婚纱照，国际知名华人摄影师与化妆师，全程一对一专属贴心服务，为您打造精致妆容与浪漫回忆★美食天堂，全岛6家风格各异的<餐厅>任意选★沙滩A级、浮潜A级、水屋玻璃地板	a1.s1	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	回饭店，<餐厅>的师傅已经很贴心的直接用打包盒装好了，因为赶飞机。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	故事中，有一座只有少数人能进入的迷之“雾山”，有一间只在周末营业的<餐厅>。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	据悉，目前这个1.9米的融八牛是用于展览的Demo版本，未来还将不断迭代升级，后期普及版将小巧便携，帮助金融机构把信贷服务覆盖到<餐厅>、便利店、商场、农村小卖部等场景，大大填补普惠金融的服务空白。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	关注：“职业底线”为何频频失守为了把食客变成回头客，湖南等地一些火锅<餐厅>常年暗中往锅底里放罂粟壳、罂粟粉，其中一些罂粟粉…[详细]	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
餐厅-n	开罗物价较高，尤其是宾馆的<餐厅>，价格是比较很昂贵的，一般的普通饭店稍微好一点。	a1.s2	a2.s5	a3.s2	a4.s1	a5.s1
餐厅-n	你有没有想象过没有服务生送菜的<餐厅>，这当然不是自助餐。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	司徒先生也站了起来，轻笑说：“拒绝当我们<餐厅>的大厨可是你的损失啊。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	推荐西安特色<餐厅>:绿荷餐厅咋样?	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	商业街一家连锁<餐厅>的老板告诉记者，“前不久有一个年轻人来店里应聘经理助理，但我一看他的简历，不到半年的时间换了四家餐饮店，离职原因都说是工作单位的问题，错不在自身。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	客人可以在Minokichi<餐厅>品尝传统的怀石料理，而Loin餐厅则提供新鲜的烤铁板烧。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	印度<餐厅>的服务员很用心，如果你今天预定了他们餐厅，大约19:00就有服务员穿着印度衣服，送邀请函到你房间，邀请你去他们餐厅用餐。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	近日，有网友目击并微博爆料奶茶妹妹章泽天与京东CEO刘强东现身南京德基广场亲密逛街，随后又在南京某酒店云端<餐厅>酒吧见章泽天的家人。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	吃方面巴厘岛还真便宜又大碗，处处都是具有风情的<餐厅>。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	接下来是对度假村的一个简介，总的来说，村里有两家主要的餐厅，一般大家都会去中央部分的大<餐厅>吃饭，每天三餐都有自助。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	大秀正式开始，Chanel2016秋冬高级定制服装系列被模特们完美呈现，观众在欣赏华服的同时还能近距离同步看到手工艺人们精湛熟练的制作过程，就像一个开放式的<餐厅>，在享受到美食之前可以详细看到食物的制作全过程，怎能吃得不安心舒心呢？	a1.s1	a2.s2	a3.s1	a4.s2	a5.s1
餐厅-n	亚省首个麦当劳餐厅在卡尔加里、加拿大东部第一家餐厅在伦敦市、还有开设新斯科舍省第一家餐厅的Dartmouth市，将于周二举办特别活动，在麦当劳餐厅通过怀旧装饰和复古图像，让顾客体会50年前麦当劳<餐厅>的氛围。	a1.s1	a2.s3	a3.s1	a4.s1	a5.s1
餐厅-n	2010年创立的素味相逢素食<餐厅>是全国高校中首家素餐厅。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	而本<餐厅>的灯光有点太亮，没有搭配背影音乐，走进餐厅有点闷热。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	改造后的保罗诊所有一个登记处，一个专门的门诊大厅，旁边是药房，诊所设置有专门的手术室，保罗把家安在了这里，房屋两头就是卧室和<餐厅>，在这里，他治病教书两不误，业余时间他努力学习中文，从药物名称到医疗术语，为了方便教学，在备课的同时，保罗还要担任翻译中医教科书的任务。	a1.s3	a2.s2	a3.s2	a4.s2	a5.s2
餐厅-n	无论是在闹市区还是在风景区还是在郊区，都有非常多好吃的<餐厅>。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	酒店设有豪华明净的<餐厅>、服务上乘的洗浴、足疗、清新高雅的茶艺馆、热情浪漫的夜总会。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	房源介绍东部新城鸟语花香，环境好空气清新，物业完善停车方便，一梯两户进门就是厅，<餐厅>客厅直通阳台，阳台大晾晒方便，主卧朝南阳光充足，次卧朝北，还有一个房间在主卧与次卧之间，卫生间在三个房间之间，干湿分离格局合理，厨房朝北带阳台宽敞明亮，户型好南北通透，性价比高可随时看房。	a1.s3	a2.s5	a3.s2	a4.s2	a5.s2
餐厅-n	（1）、可做盆景种植花卉盆栽置于室内作装饰灯，提高生活质量，如客厅、办公室、会议室、高级酒店、<餐厅>、宾馆、酒店、咖啡厅、酒吧、会所、俱乐部、KTV娱乐场等室内公共场合起装饰、点缀作用，使所处空间浪漫温馨。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	采用新鲜食材，各种刺身、海鲜一应俱全，热菜种类丰富，甜点就有超过十款，在海洋主题的珊瑚<餐厅>，一边赏鱼，一边享受美食盛宴。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	餐厅分室内和半露天的，室内的部分，全部都装有全景的落地玻璃窗，窗外即是无限地中海海景，而半露天的<餐厅>旁，即是一望无际的蓝色地中海，安静的坐下来，一边品尝着精心制作的各种西餐美食，一边欣赏令人陶醉的海景，没有比这更惬意的事情了。	a1.s1	a2.s2	a3.s6	a4.s1	a5.s1
餐厅-n	美食，<餐厅>使用的大部分海鲜都直接从法国不列塔尼半岛进口。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	明星开的餐厅及零售店正崛起商业地产界，韩寒的很高兴遇见你<餐厅>及在一起书店，陈冠希的潮牌JUICE，40多明星创业投资的店铺正在大陆强势崛起，成为商场重要聚客利器。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	午餐可在浴场内餐厅用餐，亦可在临近商业街的莲花中餐厅或德国<餐厅>用餐，这些餐厅均丰俭由人。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	题目：你是一个爱食的胖子，那你去了一肥肉料理的<餐厅>，你最想吃哪一道料理?	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	马西（贾维尔·卡马拉饰）是在马德里经营<餐厅>的基佬大厨，他毕生都渴望获得米其林美食评审的肯定。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	会所辅助设施则按照星级标准建造，有高贵华丽的商务休闲区、豪华典雅的<餐厅>、高档的洗浴桑拿区、宽敞舒适的更衣室等。	a1.s1	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	当他打开房间电视，电视下方滚动播出一排小字：“李先生欢迎您再次入住本酒店，明天早晨您可到一楼‘沁园春’<餐厅>就餐，我们为您准备了意式火腿、土豆泥和拿铁咖啡。”	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	经营日本料理的Nobu<餐厅>就被誉为“最好吃的寿司”。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	说巧不巧，周董上次露脸是8月7日，因韩星金泰希到他新开的魔术<餐厅>追星，他特地亲自接待，尽管金泰希对他充满爱意，但他并没有被迷昏，随后他行踪保密，	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	我得站在<餐厅>门口等，而大楼入口处就没有人了。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	4、TripAdvisor相当于国外的大众点评，查询附近好吃的<餐厅>及评价，还可以直接连接到谷歌地图导航到餐厅。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	所以先说下Max&Julie，很高档的<餐厅>，但是很奇怪上次我们穿牛仔裤也进去了，所以我也不知道dresscode到底是什么。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	她是酒店内Palladio意大利<餐厅>的助理经理。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	您可以前往与之毗邻的三亚海棠湾喜来登度假酒店四个风格迥异的<餐厅>享用美食。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	酒店主楼设有豪华客房及<餐厅>，副楼设有套房及娱乐场、夜总会、桑拿等娱乐场所，是一间集悠闲与娱乐的综合性酒店，必定给旅客带来一个舒适难忘的旅程。	a1.s3	a2.s5	a3.s2	a4.sx	a5.s1
餐厅-n	饭店<餐厅>可同时容纳600人就餐，还有包间：海螺厅、高原厅、康巴厅、雪域厅、格桑厅、木兰厅和贵宾包间冰川厅。	a1.sx	a2.s2	a3.s1	a4.s2	a5.s1
餐厅-n	开放式的<餐厅>及西厨，与客厅流线贯通，空间开阔，体现主人的外国生活经历，传承西方新颖的用餐礼仪，让生活更有情调。	a1.s1	a2.s2	a3.s1	a4.s2	a5.s1
餐厅-n	&lt;br/&gt;&emsp;&emsp;翠园是香港集团开的<餐厅>，服务上很不错，基本上是贴管。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	如果你点了酒，不要忘了付小费给侍酒师(可酌情)，当然还有必不可少的<餐厅>服务生(餐费的15%-20%)和洗手间服务生(如果你拿了毛巾和薄荷糖就付1美元小费；如果有紧急情况或做了有关婚姻方面的快速咨询还有付更多)。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	在餐饮业态中，从意大利、印度、日本、法国、越南再到中国各地特色应有尽有，GALATI意大利餐厅、米粟米鳗亭、伊豆野菜村、红堡印度餐饮等新六十余个环球美食<餐厅>，打造了跨国界的环球美食组合。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	材料、施工、预算验收、材料概述、墙面地面、顶棚、其他材料、施工工艺、参观认知、装饰预算、质量验收、别墅设计；商业空间（专卖店、<餐厅>、酒吧）设计；办公空间设计、展示空间设计、家居风水等	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	客房套着各自的小院,还有独立的凉台、SPA和三家风格各异的<餐厅>。	a1.s1	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	¥25402540全铜欧式餐厅灯三头美式<餐厅>吊灯简欧书房灯复古大气卧室灯159357wh详情	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	温馨岛还有民俗表演，还有水上娱乐，总有临湖的风味<餐厅>，一边品美景，一边品美食，自是悠然自得。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	酒店有376间宽敞舒适、温馨典雅的客房，中西各式<餐厅>提供丰富用餐选择，会议设施齐备，拥有1100平方米的无柱多功能厅及10个大小不同、配置顶级的会议场地	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	巴黎还在开业的<餐厅>只有拉茹和马克西姆，但是它们在晚上八点就打烊了。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	公寓2楼为自助餐厅，提供自助早餐及西餐服务，2楼<餐厅>可同时容纳200人同时用餐。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	品种最齐全的“温州市十大海鲜特色<餐厅>”——“岛屿人家”便是一家。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	绛红色的头巾、带花边的围裙，配餐员面带灿烂的微笑，这不是在星级酒店的<餐厅>，而是和谐号动车组吧台前的一幕。	a1.s1	a2.s2	a3.s2	a4.s1	a5.s1
餐厅-n	相比其他城区，这里不但林立众多大型购物中心，就连街道附近也能轻而易举发现不少潮流<餐厅>、时装名品店、健身会所。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	<餐厅>的招牌菜品，可以说是巨无霸鳗鱼饭啦!	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	十大系列，千款风格，完美打造全能空间：奥普集成吊顶全面覆盖厨房、卫生间、走廊、<餐厅>、书房、阳台、办公室、酒店会所、工程装修等15项全能空间！	a1.s3	a2.s1	a3.s2	a4.s2	a5.s1
餐厅-n	后来，逐渐出现了<餐厅>、饭店、大排档，人们不必亲自做饭也可享受美食，这不仅满足了吃的天性，更满足了人类身体中固有的惰性。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	完全想象不到那个窄窄的门巷里竟有如此宽敞明亮的空间，伊斯兰特色的拱门，宗教领袖的画像，波斯元素的水池，清爽浪漫的色彩，营造出一个非常具有伊朗情调的<餐厅>。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	5、家具产品展区室内家具：客厅家具、卧室家具、<餐厅>家具、儿童家具及配件等；户外休闲家具：藤竹户外家具、金属户外家具、休闲桌椅、折叠椅、庭院装饰品、摆设、园艺工具用品、园艺植物、铁艺、栅栏、太阳伞、折叠或固定遮阳篷、艺术门窗及其配件等。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	深圳茶<餐厅>桌椅，茶餐厅卡座厂家直销、质量排名靠前【所属类目】：茶餐厅家具【产品名称】：茶餐厅桌椅【产品尺寸】：常规（尺寸可定做）【设计说明】：此款茶餐厅家具保留	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	12、宁波合生慈城休闲体育发展有限公司：员工食堂厨师1；员工食堂杂工2；收银员2；前台主管1；<餐厅>厨师1；专卖店领班1；餐厅领班1；前台接待员2；专卖店服务员1；更衣室服务员2；咖啡厅服务员2；厨房杂工2；游泳池救生员1；练习场领班1；网球馆领班1；网球馆服务员2；出球室服务员2；练习场服务员4；水电工1；	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	地中海风格装修-餐厅装修效果图_餐厅装饰效果图_餐厅装潢效果图_餐厅设计效果图_餐厅装修案例_<餐厅>装修图_跃层_田园_不详	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	海鲜1白灼虾海鲜海鲜2辣子炒爬爬虾海鲜3辣子炒圣子王海鲜4香辣螃蟹海鲜5清蒸斑鱼海胆蒸蛋和椰子糯米饭，味道都很不错的，或许卖相差了些，毕竟小胡子<餐厅>的生意太好了，那么多人用餐，厨师估计也忙不过来摆盘，出门在外用餐，图个干净好味道即可。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	这算多伦多比较出名的<餐厅>了吧，一座难求，基本上逃不掉排队的命运，毕竟有些菜是真的好吃我朋友最爱他们家的鱼头泡饼，吃口咸咸甜甜的有些本帮菜的影子。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	除了泰餐厅之外，餐饮设施还包括海南明珠中餐厅（粤菜<餐厅>）、全日餐厅、大堂吧以及泳池吧。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	对于酒店餐厅的增值而言，一方面则是解酒茶的使用在无意中必然促使宾客酒水消耗量，间接促进酒店餐厅的酒水销售利润;另一方面则是基于乐酌在解酒上的突出效果，在后面的同行竞争中，必然将因有解酒茶的供应而提升竞争软实力;在某些餐厅直接能消费的东西，没谁会愿意提着个解酒茶赴宴，能不能吸引住回头客几乎是所有酒店<餐厅>梦寐以求的事情;更别说无形之中对酒店餐厅品牌口碑形象的巨大提升，就此带动酒店餐厅的消费和服务升级。	a1.s1	a2.s2	a3.s2	a4.s1	a5.s1
餐厅-n	学习倒是认真已经拥有一株长生药就升级为二品参知政事：让她看上去可爱又俏皮尽管知道多半是不敌当年石昊是被人抓来的、有人幸灾乐祸凶狈已死才烦躁的起身看了眼那砂锅粥；他这样寻觅那侧着的半张小脸被<餐厅>的灯光映衬着火州的形成.	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	方便快捷，很多时候我们在一些<餐厅>吃的就是这类菜肴。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	亚足联盛赞武磊：他就是上港的救世主一群人闹哄哄的走了进去，发现偌大的<餐厅>临时改造而成的宴会厅，这时候还挺空的。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	冒死吃河豚无鱼伦比的美味东京，世界美食之都，每个月新开张的<餐厅>就达1000家。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	悉尼多家<餐厅>开始严惩“放鸽子”的顾客，罚款金额最高可达$235！	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	本文从卧室、<餐厅>、卫生间、客厅等多个角度谈了家装如何布线，以及家装布线的一些注意事项。	a1.s3	a2.s2	a3.s2	a4.s2	a5.s2
餐厅-n	而是拜托军官<餐厅>的主厨做的。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	简约现代烤漆间厅柜门厅柜玄关柜<餐厅>隔断装饰柜双面客厅酒柜吧台1200元2.	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	南市客栈是小区内的单家独院，一楼有用餐的<餐厅>，及休息的地方，二楼、三楼内设双人标间6个，三人间标间1个，共7间，而普通床位7个，共能接待30人，客栈干净舒适、价格合理，是家庭出游自驾游、驴友的理想选择。	a1.sx	a2.s2	a3.s1	a4.s2	a5.s1
餐厅-n	中式的<餐厅>布置、中式的回廊、四盏方形凝聚的魅力客厅、雕花花纹的栅栏隔断、木质的卧室台灯摆设、充满古色古香的中式书房，看似现代高尚却布满中式风味的卫生间，整间家居流露出浓郁的古典韵味，端庄优雅却不失时尚的味道。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	并非因为它卖得便宜，而是<餐厅>风水好的缘故，亦即.	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	不惜成本、打造精品：首创架空层设计，将住宅、公寓连为一体；新增立体化社群共享会客厅和内部特色<餐厅>；建设运城首家两层地下车库，车位达1000个，彻底解决停车难问题；小区内人车分流、车辆人员出入、乘坐电梯均采用刷卡智能化管理，为业主提供了生活的便利和安全的保障；首家大面积采用国内先进的新型一体化外墙板材，美观、绿色、节能、环保；楼宇大堂为超大两层挑高，星级酒店装修标准，豪华典雅，时尚大方；精品公寓五部电梯同时运行，方便快捷。	a1.s3	a2.s1	a3.s2	a4.s2	a5.s1
餐厅-n	我们午餐在LeFlammeandCo<餐厅>享用，这是一家很有创意的餐厅：设计方面主要以黑色和白灯为主，给人一种后现代感；菜品方面，结合了传统的阿尔萨斯风味，创造一些新型结构的菜品，按照我的理解，就是每样菜下面都有一张薄饼，甚至甜点也在薄饼上……通常餐厅也是去方便的地方，这家餐厅的厕所也让人吓一跳，里面的红灯闪耀就像消防车，马上让人想起了红色警戒，而墙上的壁画	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	酒店拥有1600多个餐位，豪华精致而独具特色，包罗万象、璀璨夺目的精美膳食，由名厨主理，可向宾客提供粤菜、豫菜及宫廷燕翅鲍等极品菜式和各国风情的时尚<餐厅>。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	“现在长沙市餐厨垃圾不许买卖，只能交给政府指定的公司回收，但现在仍有一些<餐厅>的厨师将垃圾悄悄卖给这些养猪户。”	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	开始的几家商铺都因为种种理由拒绝了我，但是我的推销技巧却不断长进，终于让一家意大利<餐厅>的主人动心。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	终于出关了，眼前是一个被各色人种和繁多的<餐厅>、超市、服装店以及烟纸小店充实的超乱且超大的墨西哥城国际机场。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	豪华的<餐厅>配以中餐、蒙古餐、寿司和西餐，多元化的自助方式，赢得了众多慕名而来的美食家和回头客。	a1.s1	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	麦香(居烘焙面坊)（91米），洛伊轩酒店（98米），五谷鱼粉（192米），豪爽来中西<餐厅>(太康路店)（203米），重庆老火锅（232米），广州铁板炒粉（273米），芊雨轩（580米）	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	11：30前往<餐厅>享用特色窑鸡宴，爽滑肉质让人，垂涎欲滴；	a1.sx	a2.s6	a3.s1	a4.sx	a5.s1
餐厅-n	以前没有身份的，还能去<餐厅>洗个碗或是去当保姆，现在就连去洗碗当保姆，人家都要问你有没有身份，没有的话，人家都不敢用你。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	《米其林指南》同时使用一到五对叉匙标志来表示一个餐厅的其他细节，一对叉匙表示装饰简洁、舒适度一般，五对叉匙指豪华的<餐厅>。	a1.s1	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	除了酒吧外，在一些茶艺馆、咖啡馆甚至茶<餐厅>，人们也可以参赌。	a1.s1	a2.s2	a3.s5	a4.s1	a5.s1
餐厅-n	酒店设有客房208间，Z1全日<餐厅>，Z1大堂吧，喜玛拉雅水疗中心及喜玛拉雅健身中心。	a1.s1	a2.s2	a3.s4	a4.s1	a5.s1
餐厅-n	苏熙月知道，“华灯初上”<餐厅>的老板是华安国的实权人物，江离川能和这样的大人物结交，自然也是个有头有脸的人：“他到底是个什么来头啊？”	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	钱老儿子钱永刚听了炊事员的话后，也学了父亲的样子，每逢去<餐厅>吃饭，都穿戴整齐，他也要做尊重他人的人。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	用餐：早餐：酒店午餐：莲香楼<餐厅>晚餐：渔人码头海湾餐厅	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
