headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
Bank-n	Keine Fusion zwischen Deutscher <Bank> und Commerzbank	a1.s1	a2.s1	a3.s1	a4.s20	a5.s1	a6.s1	a7.s1
Bank-n	Die Fünf-Sterne-Bewegung bildete mit dem "Partito democratico" eine neue Regierung und die "Lega" nahm Platz auf den <Bänken> der Opposition.	a1.s2	a2.s2	a3.s2	a4.s5	a5.s2	a6.s2	a7.s2
Bank-n	Die typische Bezugsgröße zahlreicher risikoneutraler Partialmodelle ist die Ertragsmaximierungskalkulation der <Bank> als Kreditgeber für riskante und weniger riskante Investitionsprojekte nach der Formel	a1.s1	a2.s1	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
Bank-n	Die Anlegerkanzlei Dr. Stoll & Kollegen Rechtsanwaltsgesellschaft mbH hat deshalb bereits erste Klagen gegen die Deutsche <Bank> wegen Falschberatung und gegen DCM eingereicht.	a1.s1	a2.s1	a3.s1	a4.s25	a5.s1	a6.s1	a7.s1
Bank-n	Der Frankfurter Fachanwalt für <Bank>- und Kapitalmarktrecht Matthias Schröder aus der Kanzlei LSS Rechtsanwälte, der die Klage für eine 39-jährige Klägerin eingereicht hat, räumt der Klage gute Erfolgsaussichten ein.	a1.s1	a2.s1	a3.s1	a4.s18	a5.s1	a6.s1	a7.s1
Bank-n	Nach einer Erhebung der <Bank> für Internationalen Zahlungsausgleich (BIZ) waren das 71 Prozent mehr als vor drei Jahren – der größte Anstieg, seit die BIZ diese Daten alle drei Jahre im April erhebt.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Man spricht hierbei von einem Kredit, da das Geld von der <Bank> für einen bestimmten Zeitraum geliehen wird.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Sie selbst nahm auf einer kleinen <Bank> ohne Lehnen platz, welche ebenfalls einen Polsterbezug hatte und direkt unter dem Fenster stand.	a1.s2	a2.s2	a3.s2	a4.s10	a5.s2	a6.s2	a7.s2
Bank-n	SNB-Präsident Thomas Jordan widerspricht entschieden, denn der neue Auftrag an die SNB zur Gewährleistung der Kreditmenge schränke die Versorgung der Haushalte und Unternehmen mit Liquidität und Krediten durch die <Banken> ein.	a1.s1	a2.s1	a3.s1	a4.s21	a5.s1	a6.s1	a7.s1
Bank-n	Folgende Bedingungen müssen erfüllt sein, damit seitens der <Bank> gekündigt werden darf:	a1.s1	a2.s1	a3.s1	a4.s39	a5.s1	a6.s1	a7.s1
Bank-n	Oft zögern die <Banken> notwendige Kredite für kleine und mittlere Unternehmen zu vergeben, weil Sicherheiten fehlen und das Eigenkapital nicht ausreicht.	a1.s1	a2.s1	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
Bank-n	Die Zurückhaltung der <Banken> bei der Kreditvergabe beeinträchtige auch die kapitalaufwendigen Programme zum Erhalt und Ausbau der Infrastruktur, zumal die öffentlichen Investitionen aufgrund der Sparpolitik zurückgehen.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Donnerstagmittag am Adenauerplatz, auf einer der <Bänke> sitzen vier Männer.	a1.s2	a2.sx	a3.s2	a4.s17	a5.s2	a6.s2	a7.s2
Bank-n	Um weitere Finanzmittel aufzutreiben, legte die Commerzbank zudem als erste deutsche <Bank> eine vom SoFFin garantierte Anleihe auf mit überwältigendem Erfolg.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Beim Depot ist das regelmäßig die Besitzanweisung in Bezug auf die verwahrten Papiere (Iro in Apathy/Iro/Koziol, Österreichisches Bankvertragsrecht II2 Rz 4/13; P. Bydlinski, ÖBA 2006, 137 f), beim Konto – neben dessen Übertragung in Form einer Vertragsübernahme – die Zession der Forderung gegen die <Bank> (Iro in Apathy/Iro/Koziol, Österreichisches Bankvertragsrecht II2 Rz 1/3).	a1.s1	a2.s1	a3.s1	a4.s32	a5.s1	a6.s1	a7.s1
Bank-n	[15] Vgl. Paprotzki, Maria, Die geldpolitischen Konzeptionen der <Bank> von England und der Deutschen Bundesbank, 1. Auflage, Frankfurt (Verlag Peter Lang GmbH) 1991, S. 214	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Trotz Unterzahl - Nikola Karabatic musste für zwei Minuten auf die <Bank> - drehten die Zebras nun auf, behielten ihre unglaubliche Abschlussstärke bei und gingen durch Lund, Lövgren und drei tolle Treffer von Dominik Klein mit 11:8 (12.) in Führung.	a1.s4	a2.s2	a3.s2	a4.s38	a5.s2	a6.s1	a7.sx
Bank-n	Zur Klarstellung: Bei der Bank gibt es die Einzelposten nicht, warum weiß ich nicht, habe ich evtl. Sammelüberweisung gemacht (sonst muss man ja 7 man TANs erzeugen - un das dauert) - <Bank> hat auch nur eine Position für die 7teilige Sammelüberweisung, so dass wohl auch immer nur diese eine Sammelposition kommt?	a1.s1	a2.sx	a3.sx	a4.s2	a5.sx	a6.sx	a7.sx
Bank-n	Mittlerweile leitet SWIFT Transaktionen zwischen <Banken>, Brokerhäusern, Börsen und anderen Finanzinstituten mit einem Volumen von 6 Billionen Dollar (etwa 4,8 Billionen Euro; Stand November 2005) täglich weiter und wickelt den Nachrichtenverkehr von über 8000 Geldinstituten in mehr als 200 Ländern ab.	a1.s1	a2.s1	a3.s1	a4.s12	a5.s1	a6.s1	a7.s1
Bank-n	Für Katrin Lauterborn, Geschäftsführerin der ökumenischen Wohnungslosen-Initiative Gast-Haus statt <Bank>, und Mitarbeiter Ozan Kubat ist diese Summe fürs ganze Land der berühmte Tropfen auf dem heißen Stein.	a1.s4	a2.sx	a3.s1	a4.s36	a5.s2	a6.sx	a7.sx
Bank-n	Geld entsteht bei der Kreditvergabe durch die <Banken> aus dem Nichts: fiat money (die paar Scheine und Münzen sind vernachlässigbar).	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Der Betrag wird per <Bank> überwiesen (2 Punkte) f) Der Lottogewinn des Unternehmers in Höhe von wird auf das betriebliche Bankkonto eingezahlt.	a1.s1	a2.s1	a3.s1	a4.s34	a5.s1	a6.s1	a7.s1
Bank-n	Falls Sie als Einzelperson noch auf einem anderen Konto, das nur auf Ihren Namen lautet, liquide Mittel von zum Beispiel 30'000 Franken parkiert hätten, würden Ihre Einlagen den maximal geschützten Höchstbetrag von 100'000 Franken – also die 90'000 Franken vom Gemeinschaftskonto sowie die 30'000 Franken von Ihrem eigenen Konto bei der gleichen <Bank> – übertreffen.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Hierfür werden folgende Dokumente benötigt: die ursprünglichen Zulassungspapiere des Autos; eine Bestätigung, daß der vorherige und der neue Autobesitzer den Wagen voll bezahlt hat, (bei Finanzierung über eine <Bank> muß eine diesbzgl.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Wo bitte haben die <Banken> bei der Zentralbank Schulden?	a1.s1	a2.sx	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Bei Unstimmigkeiten bezüglich der Beitragshöhe rufen Sie uns bitte an, bevor Sie das Geld über die <Bank> zurückfordern.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Da die Vereinigten Staaten von Amerika und die Europäische Union wirtschaftlichen Krieg gegen Russland führen, könnte Russland behaupten, dass der Westen durch die Zerstörung der russischen Wirtschaft Russland der Fähigkeit beraubt hat, Kredite an die europäischen <Banken> zurückzuzahlen.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
Bank-n	Eine Finanzierung durch die deutschen <Banken> dagegen wird in der Praxis häufig abgelehnt – grundsätzliche werden keine Auslandsimmobilien finanziert – oder aber nur gegen zusätzliche Sicherheiten und zur erhöhnen Konditionen (Risikoaufschlag) finanziert.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Danach steigt er in die staatliche Bahn oder U-Bahn, hebt sein Geld bei der staatlichen <Bank> ab, um die Rentenbeiträge der staatlichen Rentenversicherungsanstalt einzuzahlen.	a1.s1	a2.sx	a3.s1	a4.s35	a5.s1	a6.s1	a7.s1
Bank-n	Hierbei handelt es sich um Unternehmen, welche über ihre Webseite Kredite von <Banken> anbieten.	a1.s1	a2.s1	a3.s1	a4.s3	a5.s1	a6.s1	a7.s1
Bank-n	Bei der Annuitätentilgung werden jährlich gleichbleibende Raten an die <Bank> bezahlt, die sowohl einen Zins- als auch einen Tilgungsanteil enthalten.	a1.s1	a2.s1	a3.s1	a4.s13	a5.s1	a6.s1	a7.s1
Bank-n	Die betroffene <Bank> wird auch als eröffnende Bank, Akkreditivbank oder Opening Bank bezeichnet, während der Kunde als Akkreditivauftraggeber auftritt.	a1.s1	a2.sx	a3.s1	a4.s2	a5.sx	a6.sx	a7.s1
Bank-n	Im Jubiläumsjahr – 200. Geburtstag von Friedrich Wilhelm Raiffeisen und 160 Jahre VR <Bank> HessenLand – freute sich der Vorstand, den 400 Vertretern und Gästen in der Antreffhalle Merzhausen über eine sehr gute Geschäftsentwicklung berichten zu können.	a1.s1	a2.sx	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Das bedeutet hier bei einem Immobiliendarlehen das Eintragen der Grundschuld zugunsten der <Bank>.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Lt. Email liegt folgendes bei mir unter der <Bank> neben der Haustür :-) : https://www.amazon.de/gp/product/B07...?ie=UTF8&psc=1 Wenn es heute Abend noch da ist, gibt ́s gerne Testberichte bzgl. Leuchtkraft, Akkustandzeit, Montage, usw.	a1.s2	a2.s2	a3.s2	a4.s10	a5.s2	a6.s2	a7.s2
Bank-n	Die Terrain-Gesellschaft Südende, zu damaliger Zeit Konsortium aus <Bank> und Bahn, gegründet am 26. August 1872, hatte ihren Sitz bis zum 27. August 1941 in Berlin und Karlsruhe und löste sich dann auf.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Die drei wichtigsten Maßnahmen sind a) negative Zinsen für Einlagen, die von <Banken> bei der EZB gehalten werden b) eine leichte Reduktion der Leitzinsen c) die Ankündigung eines speziellen Kreditprogramms und weitere Maßnahmen.	a1.s1	a2.sx	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Viele <Banken> und Versicherungen bieten grüne Geldanlagen.	a1.s1	a2.sx	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
Bank-n	Im Jahr 2000 schickte sich die Deutsche Bank an, die Dresdner <Bank> zu übernehmen.	a1.s1	a2.sx	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Wandern soll Vergnügen sein, nicht Qual. Kurz vor Buschhoven setze ich mich auf eine <Bank> unter einen alten Baum und lege die Füße hoch.	a1.s1	a2.s2	a3.s2	a4.s17	a5.s2	a6.s2	a7.s2
Bank-n	Sie sollten Anzeige erstatten und versuchen Sie, Ihr Geld über Ihre <Bank> oder Ihren Kreditkartenbetreiber zurück zu holen.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Wer sich von dem großen Trubel etwas zurückziehen möchte, stille Ecken mit <Bänken> laden zum Verweilen ein.	a1.s2	a2.s2	a3.s2	a4.s5	a5.s2	a6.s2	a7.s2
Bank-n	Die <Bank> gibt nichts ohne Sicherheit	a1.s1	a2.sx	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
Bank-n	Liegt ein negativer Schufa-Eintrag vor, wird der Kredit vonseiten der <Bank> abgelehnt.	a1.s1	a2.sx	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Auch Minola und Giorgino (2011) haben sich in ihrer Forschungsarbeit der Finanzierung durch <Banken> und Venture-Capital gewidmet, wobei in ihrer wissenschaftlichen Publikation der Schwerpunkt auf junge technologiebasierte Unternehmen gelegt wird.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Daher hat sich die <Bank> von Japan auch daran gemacht, ein radikales Gelddruckprogramm einzuleiten, um den Yen zu entwerten und die Exporte so wettbewerbsfähiger zu machen.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Nicht nur aus den Gründen, dass so der Bürger noch transparenter wird, dass Flexibilität und Spontaneität auf der Strecke bleiben, sondern auch weil ich die Erfahrung gemacht habe, dass Bargeld gegenüber dem, was auf dem Konto ist, einen entscheidenden Vorteil hat – ich habe es direkt bei mir und nicht nur eine abstrakte Forderung gegenüber der <Bank>.	a1.s1	a2.s1	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
Bank-n	Wenn im Bürgschaftsvertrag steht, dass Sie für die derzeitigen und für die zukünftigen Ansprüche der <Bank> gegenüber dem Kreditnehmer bürgen, sollten Sie die Notbremse ziehen.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Diese Kredite werden über die <Bank> beantragt, die die Finanzierung des Altbaus übernimmt.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Frustriert lasse ich mich auf eine der <Bänke> fallen.	a1.s1	a2.sx	a3.s2	a4.s10	a5.s2	a6.sx	a7.s2
Bank-n	Neben <Bänken> ohne Rückenlehne, gibt es bei uns auch Varianten mit einer stabilen Lehne.	a1.s2	a2.s1	a3.s1	a4.s5	a5.s2	a6.s2	a7.s2
Bank-n	2.6 Quellen von wertsteigernden Effekten von Fusionen zwischen <Banken>	a1.s1	a2.s1	a3.s1	a4.s20	a5.s1	a6.s1	a7.s1
Bank-n	Hier haben Hunde auf den Wiesen Freilauf, es gibt einige <Bänke> zum Ausruhen und Zuschauen.	a1.s2	a2.s2	a3.s2	a4.s16	a5.s2	a6.s2	a7.s2
Bank-n	Das zeigt auch ein Blick auf die Daten der Internationalen <Bank> für Zahlungsausgleich, bei der die Banken ihre Forderungen gegen das Ausland und auch spezifisch gegen den griechischen Staat und griechische Banken melden.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Dabei müssen <Banken> bei der Zentralbank ein bestimmtes, zinsloses Guthaben als sogenannte Mindestreserve hinterlegen.	a1.s1	a2.sx	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Wenn Sie uns fördern wollen: Spendenkonto: <Bank> für Sozialwirtschaft - Kontonummer: 43 03 900 - Bankleitzahl: 370 205 00 - Stichwort: "Motorradstaffel München"	a1.s1	a2.s1	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
Bank-n	Bereits 2013 hat die Commerzbank als erste <Bank> in Deutschland das photoTAN-Verfahren eingeführt.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Beide Nichtbanken hätten ihre Konten bei der gleichen <Bank>.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Das Ergebnis der Verurteilung der Commerzbank AG zeigt, dass auch bei schwieriger Beweissituation Anleger Erfolge erzielen können und nicht vor einem Streit mit der <Bank> wegen Falschberatung zurückschrecken müssen.	a1.s1	a2.s1	a3.s1	a4.s25	a5.s1	a6.s1	a7.s1
Bank-n	Eine weitgehend unbekannte Fördermöglichkeit für Existenzgründungen ist die Bürgschaft ohne <Bank> (BoB).	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Der Kunde muss das Darlehen an die <Bank> zurückzahlen und erhält im Gegenzug die gezahlten Raten zurück.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Im Fokus stehen dabei etablierte Indikatoren und Kennzahlen zu Zinsumfeld, Wirtschaft, Immobilienmarkt, Kreditvergabe durch <Banken> und der Kapitalstruktur von Unternehmen.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Guten Tag, Sie benötigten Darlehen zwischen Privatpersonen, um zu bewältigen finanzielle Schwierigkeiten, um schließlich aus der Sackgasse herauszukommen, die verursachen <Banken> durch die Ablehnung Ihrer Akten der Mittelanforderung sind wir eines Gruppe finanzieller Maßnahmenexperten Ihnen ein Darlehen zum Betrag zu machen darunter Sie haben Bedürfnis und mi ... mehr "	a1.s1	a2.s1	a3.s1	a4.s2	a5.sx	a6.s1	a7.s1
Bank-n	Im Januar wird UBS als schweizweit erste <Bank> die qualifizierte elektronische Signatur (QES) einführen	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Im Kampf gegen die niedrige Inflation in der Eurozone hatten die Währungshüter den zentralen Zinssatz, zu dem sich <Banken> bei der EZB mit Geld versorgen, im September vergangenen Jahres auf das Rekordtief gesenkt.	a1.s1	a2.sx	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Aufgrund der notdürftigen Personaldecke kam es auch erstmals dazu, dass Torsten Bronder selbst auf dem Spielformular auftauchte und neben Bill Scheffler und Stefan Brade in Spielkleidung, auf der <Bank> Platz nahm.	a1.s2	a2.s2	a3.s2	a4.s5	a5.s2	a6.s2	a7.s2
Bank-n	Erstklassige Kinounterhaltung verspricht ein Bankraub: Für "Vier gegen die <Bank>" kommt Wolfgang Petersen zurück nach Deutschland, um das Remake seines gleichnamigen Fernsehfilms von 1976 mit Til Schweiger, Matthias Schweighöfer, Michael "Bully" Herbig und Jan Josef Liefers in den Hauptrollen zu verfilmen.	a1.s3	a2.sx	a3.s1	a4.s22	a5.s1	a6.s1	a7.s1
Bank-n	Der Kreditvergleich gibt über die Kosten des Kredites Auskunft, hier erhält man die Information welche Kosten die <Bank> beim Kredit mitberechnet, je niedriger die Kreditkosten sind, desto günstiger ist auch der Kredit.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Dass die Rückzahlung des Kredits gefährdet ist, bildet jedoch eine sachliche Rechtfertigung iSd § 6 Abs 2 Z 1 KSchG; die Rückzahlung ist die Kernverbindlichkeit des Kunden gegenüber der <Bank>.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Falls <Banken> und Versicherungen bei dem neuen, zweiten Hilfspaket für Griechenland an den Kosten beteiligt würden, träfe dies Frankreichs Banken daher hart.	a1.s1	a2.sx	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
Bank-n	<Banken> zittern um Kredite in Billionen-Euro-Höhe	a1.s1	a2.s1	a3.s1	a4.s30	a5.s1	a6.s1	a7.s1
Bank-n	Werner Lauterborn, dessen Verein Gast-Haus statt <Bank> sich ausschließlich über Spenden finanziert, freut sich sehr über diese Initiative, hat jedoch auch eine Bitte: "Uns fehlen besonders Herrenjeans, Leibwäsche und Schuhe.	a1.s4	a2.sx	a3.s1	a4.s36	a5.s2	a6.sx	a7.sx
Bank-n	Gleiches gilt für Milot Rashica, der ebenfalls auf der <Bank> sitzt.	a1.s2	a2.sx	a3.s2	a4.s10	a5.s2	a6.s2	a7.s2
Bank-n	Die <Bank> oder Sparkasse erhält einen Auftrag, die Lastschrift einzulösen (siehe Einzugsvorgang, Rz.4).	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Das heißt, nicht mehr die <Banken> schaffen durch Kreditvergabe neues Geld, sondern das Geld wird einzig von der Zentralbank erzeugt und durch Forderungen an den Staat unterlegt.	a1.s1	a2.s1	a3.s1	a4.s34	a5.s1	a6.s1	a7.s1
Bank-n	Zu diesem Zweck wird eine Gesetzesvorlage eingebracht werden, die der <Bank> von England die Zuständigkeit für die Festsetzung der Zinssätze übertragen wird, um Preisstabilität zu erzielen und in einem Rahmen erweiterter Verantwortlichkeit die gesamte Wirtschaftspolitik der Regierung zu unterstützen.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Die Bundesanstalt für Finanzdienstleistungsaufsicht (BAFin) ist die Behörde, die für die Aufsicht über <Banken>, Finanzdienstleister, Versicherer und den Wertpapierhandel zuständig ist.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Zustimmung zur Grundschuld-Löschung einklagbar? campesino schrieb am 06.05.2012, 17:36 Uhr: Hallo, kann jemand einen rechtlich gangbaren Weg für folgende Fallkonstellation aufzeigen: ein Grundstück, zwei Eigentümer in Bruchteilsgemeinschaft zur Sicherung der Darlehensforderung haben diese vor Jahren eine Grundschuld zugunsten der <Bank> auf das gesamte Grundstück eintragen lassen.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Die Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin) hat der SPS <Bank> N.V. das weitere Betreiben des Einlagengeschäfts sowie des Kreditgeschäfts untersagt und die unverzügliche Abwicklung der unerlaubt betriebenen Geschäfte angeordnet.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Der <Bank> Austria Sozialpreis 2019 wäre für den gemeinnützigen Verein einerseits eine große Hilfe bei der Finanzierung des Therapiezentrums, andererseits würde ein so prestigeträchtiger Preis dazu beitragen, weitere Unterstützungsmöglichkeiten für die Förderung der Kinder und Jugendlichen zu schaffen.	a1.s1	a2.sx	a3.sx	a4.s2	a5.sx	a6.sx	a7.s2
Bank-n	Umso mehr Geld ein Bürger auf dem Konto hat, desto mehr Zinsen muss er an die <Bank> bezahlen.	a1.s1	a2.s1	a3.s1	a4.s13	a5.s1	a6.s1	a7.s1
Bank-n	SNS <Bank> in NL und demnächst ABN Amro: "Wir werden unsere Kunden einfach zum bargeldlosen Zahlungsverkehr zwingen.	a1.s1	a2.sx	a3.s1	a4.s2	a5.sx	a6.sx	a7.s1
Bank-n	Nobelpreisträger kritisieren <Banken> wegen Kredit Krise	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Online-Banking Firmenkunden VR <Bank> Bayreuth-Hof eG Die VR Bank Nord eG mit Sitz in Flensburg ist ein Kreditinstitut im Norden Schleswig-Holsteins.	a1.s1	a2.sx	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Das Konto kommt somit schnell aus dem Minus und Sie können die Schulden gegenüber der <Bank> und festen Monatsraten zu einem deutlich günstigeren Zins abzahlen.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Bereits wenige Jahre nach der Fondsauflegung im Jahr 2006 erfolgte eine erhebliche Abwertung der Immobilie durch die finanzierende <Bank> während der globalen Finanzkrise.	a1.s1	a2.s1	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
Bank-n	Unbesicherte Verbindlichkeiten gegenüber <Banken> mit einer Restlaufzeit von  1 Jahr werden aufgrund der Erfahrungen aus der Finanzkrise mit 0% als nicht stabil angesehen.	a1.s1	a2.sx	a3.s1	a4.s8	a5.s1	a6.s1	a7.s1
Bank-n	Zudem könnten Kredite i.H.v. rund 2 Mrd. Euro seitens der <Banken> gekündigt werden, sollte der Konzern einen testierten Abschluss bis zum heutigen Freitag (19.	a1.s1	a2.s1	a3.s1	a4.s39	a5.s1	a6.s1	a7.s1
Bank-n	Mal abgesehen davon, dass es für ältere Quicken-Versionen keine ServicePacks mehr gibt - mit der Jubi-Version funktionieren alle von den <Banken> via HBCI angebotene TAN-Verfahren.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Tipp: Sollten Sie sich nur wegen einer geringen Rente um die Zusage sorgen, so können Sie durch eine schufaneutrale Konditionenanfrage risikolos herausfinden bei welcher <Bank> Sie einen Kredit bekommen würden.	a1.s1	a2.s1	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
Bank-n	" Er verließ die Hütte endgültig und schloss die Tür, dann setzte er sich wieder auf die <Bank> vor der Hütte und lehnte sich leicht schläfrig an.	a1.s2	a2.sx	a3.s2	a4.s10	a5.s2	a6.s2	a7.s2
Bank-n	Die sichern sich gegen die Händler genauso ab wie der Händler gegen den Kunden oder die <Bank> gegen den Kunden.	a1.s1	a2.s1	a3.s1	a4.s23	a5.s1	a6.s1	a7.s1
Bank-n	Insbesondere <Banken> verlangen bei der Kreditvergabe an eine..	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Die Flatrate ist von Bank zu <Bank> recht unterschiedlich, aber bei entsprechendem Volumen lasen sich so rund 90% der Transaktionsgebhren sparen.	a1.s1	a2.sx	a3.s1	a4.sx	a5.sx	a6.s1	a7.sx
Bank-n	Die Einführung von IPA bietet auch die Gelegenheit für eine engere Abstimmung mit der Europäischen Investitionsbank, der Europäischen <Bank> für Wiederaufbau und Entwicklung, der Weltbank und anderen internationalen Finanzinstitutionen.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Der Übernachtzins, den die Reserve Bank of Australia Finanzinstituten zur Abwicklung von Transaktionen zwischen <Banken> anbietet.	a1.s1	a2.s1	a3.s1	a4.s12	a5.s1	a6.s1	a7.s1
Bank-n	Dazu zählt natürlich vor allem der Kredit seitens einer <Bank>, aber auch die Emission von Wertpapieren und die Inanspruchnahme von Investoren sowie mitunter auch von Sponsoren.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	2017 hat die BKS <Bank> als erste österreichische Bank einen Social Bond zur Finanzierung des Pflegezen trums "MaVidaVelden" für Menschen mit Demenzer krankung begeben.	a1.s1	a2.sx	a3.s1	a4.s2	a5.sx	a6.sx	a7.s1
Bank-n	22/09/2008: Nach zähen Verhandlungen und der zwischenzeitlichen Übernahme der Dresdener <Bank> durch die Commerzbank, steht die nächste grosse Bankenübernahme in Deutschland bevor.	a1.s1	a2.s1	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
Bank-n	Die <BANK> IM BISTUM ESSEN ist eine Spezialbank für kirchliche und caritative Einrichtungen, deren Mitarbeiter und kirchlich Interessierte, denen christliche Werte wichtig sind.	a1.s1	a2.sx	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
Bank-n	Der neue Kredit wird von einem Konsortium aus 15 <Banken> eingeräumt, darunter Barclays Capital, Commerzbank, LBBW, Deutsche Bank, UBS, Credit Suisse, Santander, BayernLB, BNP Paribas, Calyon, UniCredit/HVB, Helaba, Intesa, WestLB und DZ-Bank.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
Bank-n	Dann muss der Kreditnehmer dauerhaft hohe Zinsen an seine <Bank> bezahlen.	a1.s1	a2.s1	a3.s1	a4.s6	a5.s1	a6.s1	a7.s1
Bank-n	[19] Eine islamische Bank arbeitet anders als eine konventionelle <Bank>, weshalb an dieser Stelle ein Einblick gewährt werden soll.	a1.s1	a2.sx	a3.s1	a4.sx	a5.sx	a6.sx	a7.s1
Bank-n	Auch wenn ich an dieser Stelle betonen möchte, dass sowohl die FIHM Fonds als auch die SHB Innovative Fondskonzepte Opfer der vermeintlichen kriminellen Machenschaften der S&K sein können", so der Fachanwalt für <Bank>- und Kapitalmarktrecht.	a1.s1	a2.s1	a3.s1	a4.s18	a5.s1	a6.s1	a7.s1
Bank-n	Sobald beide - also Sie als Kreditnehmer und die <Bank> als Kreditgeber - den Vertrag unterschrieben haben, wird die Auszahlung vorgenommen.	a1.s1	a2.s1	a3.s1	a4.s9	a5.s1	a6.s1	a7.s1
